PRATASABA RESORT,,,,,,,,,
Fixed Asset List,,,,,,,,,
Asset Code,Asset Name,Asset Type Name,Asset Account,Asset Cost,Usage Date,Purchase Date,Estimated Life,% Depr Rate,Depreciation Method
PAA-0144,Keset Anti Selip 20 meter - Kitchen (GOL.23117-Kitchen),Other Inventory,1400600.0,2000000.0,31 Oct 2023,31 Oct 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0145,Gelas Goblet - Resto (GOL.23356-FO),Other Inventory,1400800.0,1050000.0,31 Oct 2023,31 Oct 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0146,Adj. Akun Other Inventory - (start 21 Sept 2022),Other Inventory,1400600.0,1902000.0,31 Jan 2023,31 Jan 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0147,Adj. Akun Office Inventory (start 01 Okt 2022),Other Inventory,1400600.0,1434000.0,31 Jan 2023,31 Jan 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0148,Adj. Akun Room & Housekeeping Inventory - (start 10 Sept 2022),Other Inventory,1400700.0,19203728.0,31 Jan 2023,31 Jan 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0149,Adj. Akun Kitchen & Resto Inventory - (start 12 Sept 2022),Other Inventory,1400800.0,4988900.0,31 Jan 2023,31 Jan 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0150,Taffsport Snorkel Equipment AS303JF - Black (GOL.23367-DC),Equipment,1400600.0,1399080.0,30 Nov 2023,30 Nov 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0151,Module Gauge Zeepro 52mm 360Bar Press White Dial + High Pressure Swivel Spool Zeepro Small Nitrox Green (GOL.23394-DC),Equipment,1400600.0,869250.0,30 Nov 2023,30 Nov 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0152,Bar Mat Anti Selip Shelf Liner Black uk. 150 (GOL.23354-BAR),Other Inventory,1401000.0,179500.0,30 Nov 2023,30 Nov 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0153,Kipas Angin Panasonic Fey 1511 utk area Resto Bar (GOL.23391-BAR),Equipment,1401000.0,875000.0,30 Nov 2023,30 Nov 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0154,Kipas Angin Sekai 1875 2 Mata - Lorong Seheku (GOL.23379-CME),Equipment,1400600.0,1650000.0,30 Nov 2023,30 Nov 2023,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0155,Bed Runner Tosca uk. 40x150 (8pcs) + uk. 40x240 (1pcs) - Room Kasilasa (GOL.23271-HO),Other Inventory,1400700.0,505000.0,30 Nov 2023,30 Nov 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0156,Pigura Pajangan Resto Bar (GOL.23391-BAR),Other Inventory,1400900.0,330000.0,30 Nov 2023,30 Nov 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0157,"Blender Miyako 1,5 kg (GOL.23135-Kitchen)",Equipment,1400800.0,325000.0,30 Nov 2023,30 Nov 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0158,Keranjang Roti - Feeding Fish (GOL.23390-FO),Other Inventory,1400800.0,229500.0,30 Nov 2023,30 Nov 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0159,Gantungan Kunci Room Resort (GOL.23405-HK),Other Inventory,1400700.0,481000.0,31 Dec 2023,31 Dec 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0160,Neon Box PRATA COFFEE & RESTO + Tiang,Equipment,1400600.0,2600000.0,31 Dec 2023,31 Dec 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0161,Gorden Kamar Mandi room Seheku (GOL.23413-HK),Other Inventory,1400700.0,1600000.0,31 Dec 2023,31 Dec 2023,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0162,"TaffSPORT Snorkeling Tempered Glass AS303JF (GOL.23369, 23421-DC)",Equipment,1400600.0,2698200.0,31 Jan 2024,31 Jan 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0163,Exhaustfan Maspion utk Janti & Seheku (GOL.23432-CME),Equipment,1400600.0,1362000.0,31 Jan 2024,31 Jan 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0164,Pompa Air Shimizu PS 135 - DC (GOL.23445-CME),Machinery,1400500.0,660000.0,31 Jan 2024,31 Jan 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0165,Gorden uk. 140x200 Cream utk Floating Meeting Room (GOL.23271-HO),Other Inventory,1400700.0,380000.0,31 Jan 2024,31 Jan 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0166,Pot + bunga utk meja MH (GOL.24015-FO),Other Inventory,1400700.0,251400.0,31 Jan 2024,31 Jan 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0167,Piring Oval dan Dispenser Cereal (GOL.24001-Kitchen),Other Inventory,1400800.0,1781800.0,31 Jan 2024,31 Jan 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0168,Sunset Dinner Table Runner Basic Line Red uk 150x30 (GOL.24015-FO),Other Inventory,1400700.0,129000.0,29 Feb 2024,29 Feb 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0169,Artificial Orchid Violacea / Phalaenopsis - Bunga + Vas (GOL.24037-FO),Other Inventory,1400700.0,859120.0,29 Feb 2024,29 Feb 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0170,Mic Wireless Universal (GOL.24037-FO) ,Equipment,1400600.0,800000.0,02 Mar 2024,29 Feb 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0171,Mesin Molen Second Merk HERCULES (GOL.24017-Civil),Machinery,1400500.0,3500000.0,29 Feb 2024,29 Feb 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0172,Soup Warmer (GOL.24005-Kitchen),Other Inventory,1400800.0,1850000.0,29 Feb 2024,29 Feb 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0173,Roll Top Prasmanan Bulat Sunnex (GOL.24005-Kitchen),Other Inventory,1400800.0,9200000.0,29 Feb 2024,29 Feb 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0174,Water Boiler 16 Liter (GOL.24005-KIT),Other Inventory,1400800.0,1149000.0,29 Feb 2024,29 Feb 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0175,Salt & Pepper Set with Rack (GOL.24005-Kitchen),Other Inventory,1400800.0,349500.0,29 Feb 2024,29 Feb 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0176,Toples Luminarc Club Jar 2L utk Kerupuk(GOL.24005-Kitchen),Other Inventory,1400800.0,284000.0,29 Feb 2024,29 Feb 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0177,Soap Dispenser FO Resto (GOL.24076-FO),Other Inventory,1400700.0,250000.0,31 Mar 2024,31 Mar 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0178,Septictank Biofil 1000 liter utk DC (GOL.24024-Civil),Equipment,1400600.0,3450000.0,31 Mar 2024,31 Mar 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0179,Kloset Duduk Toto CW 422 utk DC (GOL.24024-Civil),Equipment,1400600.0,4300000.0,31 Mar 2024,31 Mar 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0180,Kloset Jongkok Toto Putih utk DC (GOL.24025-Civil),Equipment,1400600.0,770000.0,31 Mar 2024,31 Mar 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0181,Magic Com Miyako utk Mess Karyawan (GOL.24091-HK),Equipment,1400800.0,300000.0,31 Mar 2024,31 Mar 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0182,Keset Doormat PVC Solid 40x60 Grey utk Room (GOL.24074-HK),Other Inventory,1400700.0,674100.0,31 Mar 2024,31 Mar 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0183,Air Closet Jet Shower BD 03W ABS Material - Dive Center (GOL.24025-Civil),Equipment,1400600.0,250000.0,30 Apr 2024,30 Apr 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0184,Toto Plastic Paper Tissue Holder - Dive Center (GOL.24025-Civil),Other Inventory,1400600.0,292000.0,30 Apr 2024,30 Apr 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0185,Boot Open Water Wave High Cut uk. 9 (GOL.24059-DC),Equipment,1400600.0,724950.0,30 Apr 2024,30 Apr 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0186,Dispenser Miyako - Dive Center (GOL.24110-DC),Equipment,1400600.0,350000.0,30 Apr 2024,30 Apr 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0187,Kipas Angin Gantung Miyako - Dive Center (GOL.24110-DC),Equipment,1400600.0,280000.0,30 Apr 2024,30 Apr 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0188,Keranjang Besar Mealbox (GOL.24022-Kitchen),Other Inventory,1400800.0,740000.0,30 Apr 2024,30 Apr 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0189,Kursi Pantai (GOL.24072-FO),Furniture,1400900.0,9000000.0,31 May 2024,31 May 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0190,Tangga Speedboat,Other Inventory,1400600.0,1700000.0,31 May 2024,31 May 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0191,Wastafel Batu Hitam utk Area Seheku (GOL.24096-CME),Other Inventory,1400700.0,700000.0,31 May 2024,31 May 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0192,Toples Edowado 1170ml (GOL.24157-FO),Other Inventory,1400800.0,135000.0,30 Jun 2024,30 Jun 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0193,"Teko Decanter Krisbow 1,8L (GOL.24157-FO)",Other Inventory,1400800.0,321800.0,30 Jun 2024,30 Jun 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0194,Keranjang utk Handuk Diving (GOL.24126-DC),Other Inventory,1400600.0,480000.0,30 Jun 2024,30 Jun 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0195,Gerobak ARCO (GOL.24168-GA),Equipment,1400600.0,645000.0,30 Jun 2024,30 Jun 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0196,Handuk Terry Palmer uk. 85x160cm utk Diving (GOL.24125-HK),Other Inventory,1400700.0,3853150.0,30 Jun 2024,30 Jun 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0197,Kipas Angin Miyako - Mess Karyawan an. Melky (GOL.24176-FO),Equipment,1400600.0,275000.0,30 Jun 2024,30 Jun 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0198,Lampu Bambu (GOL.24040-CME),Equipment,1400600.0,5700000.0,30 Jun 2024,30 Jun 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0199,Tabung Scuba Tank Zeepro USA SF 80 CUFT Silver AA6061-T6 (No Valve) MFD 2023 (GOL.24126-DC),Equipment,1400600.0,41500000.0,30 Jun 2024,30 Jun 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0200,Pompa Sanyo PH-175C utk Stock Operasional (GOL.24139-CME),Machinery,1400500.0,2800000.0,30 Jun 2024,30 Jun 2024,3 Yr 0 Mth,33.33,Straight Line Method
PAA-0201,Dive Center (Perluasan),Building,1400200.0,155435444.0,30 Jun 2024,30 Jun 2024,10 Yr 0 Mth,10.0,Straight Line Method
PAA-0202,Meja Setrika (Kemenparekraf - Loundry),Other Inventory,1400700.0,100000.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0203,Tempat Tissue - MH (GOL.24196-FO),Other Inventory,1400700.0,300000.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0204,Tabung Scuba Tank Zeepro USA SF 80 CUFT Silver AA6061-T6 (No Valve) MFD 2023 (GOL.24215-DC),Equipment,1400600.0,41500000.0,31 Jul 2024,31 Jul 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0205,Standfan SEKAI 2 Baling - Lorong Seheku (GOL.24198-CME),Equipment,1400600.0,1899000.0,31 Jul 2024,31 Jul 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0206,Magic Com Miyako (GOL.24204-HK),Equipment,1400600.0,300000.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0207,"Snorkel Equipment (GOL.24187,24217-DC)",Equipment,1400600.0,4875000.0,31 Jul 2024,31 Jul 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0208,Kipas Angin Gantung - Kamar Tukang C5 (GOL.24059-Civil),Equipment,1400600.0,520000.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0209,Kasur uk. 90x200 (GOL.24066-Kitchen),Other Inventory,1400700.0,800000.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0210,Seprei + Bantal (GOL.24066-Kitchen),Other Inventory,1400700.0,300000.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0211,Pisau Stainless Buah,Other Inventory,1400800.0,320000.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0212,"Tray Rect Abtusjud uk. 30,5 x 41,5 cm + Tray Rect Abtusjud uk. 45,5 x 46 - MH (GOL.24196-FO)",Other Inventory,1400800.0,215700.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0213,"Perlengkapan Kitchen & Resto (GOL.24061,24071-Kitchen)",Other Inventory,1400800.0,569400.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0214,Ducting Exhaust Hood Kitchen,Equipment,1400600.0,54900000.0,31 Jul 2024,31 Jul 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0215,Setrika PHilips 350w (Kemenparekraf - Loundry),Equipment,1400600.0,427000.0,31 Jul 2024,31 Jul 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0216,Septictank Biofil BF03 - Proyek C5 (GOL.24066-Civil),Equipment,1400600.0,9050000.0,31 Aug 2024,31 Aug 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0217,Kipas Angin Miyako - Kitchen (GOL.24080-Kitchen),Equipment,1400600.0,285000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0218,SPG Regulator Console Zeepro 2in1 52mm Big Side Slot Press Depth+ HP Hose Gauge Braided (GOL.24239-DC),Equipment,1400600.0,1650000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0219,Starlink - Wifi Resort + Kelengkapan Pemasangan Awal,Equipment,1400600.0,27813556.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0220,Cash Box Joyco CB-26A (GOL.24230-FO),Equipment,1400600.0,340000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0221,"White Board - DC + Speedboat Diving (GOL.24183,24255-DC)",Other Inventory,1400600.0,470000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0222,Kipas Angin Miyako 1662 - Mess Karyawan an. Muin (GOL.24249-HK),Equipment,1400600.0,300000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0223,Keranjang - Perlengkapan Dive Center (GOL.24255-DC),Other Inventory,1400600.0,1140000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0224,1 Tana 120LB Cooler Box + 1 Box Tamaga 100 lt - Wadah  Cuci Dive Equipment (GOL.24255-DC),Other Inventory,1400600.0,2075000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0225,Bor Charger NRT DC343 13mm 20v (GOL.24084-Civil),Equipment,1400600.0,1200000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0226,Vas Bunga (GOL.24196-FO),Other Inventory,1400600.0,540000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0227,"Perlengkapan Kitchen & Resto (GOL.24196-FO; 24061,24067-Kitchen)",Other Inventory,1400800.0,6800000.0,31 Aug 2024,31 Aug 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0228,Duvet Cover Double uk. 260x230 (GOL.24223-HK),Other Inventory,1400700.0,8700000.0,30 Sep 2024,30 Sep 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0229,Jet Pump Pompa Kyodo Otomatis (GOL.24269-CME),Equipment,1400600.0,3350000.0,30 Sep 2024,30 Sep 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0230,Egg Tumbler Diving + Sablon UV DTF (GOL.24089-KIT),Other Inventory,1400800.0,874480.0,30 Sep 2024,30 Sep 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0231,Drum BBM (GOL.24274-CME),Other Inventory,1400600.0,1900000.0,30 Sep 2024,30 Sep 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0232,"AC Daikin Sta Thailand 1,5 PK - Saroja C22 (GOL.24284-CME)",Equipment,1400600.0,5740000.0,31 Oct 2024,31 Oct 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0233,Printer Epson L-3210 (GOL.24296-FO),Equipment,1400600.0,2420000.0,31 Oct 2024,31 Oct 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0234,Mesin Senso Chainsaw Still No.1 (GOL.24291-GA),Equipment,1400600.0,2900000.0,31 Oct 2024,31 Oct 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0235,Stand Mic Meja Betavo 202 (GOL.24305-FO),Equipment,1400600.0,450000.0,31 Oct 2024,31 Oct 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0236,Kipas Angin Miyako - Mess Karyawan an. Cucup S (GOL.24321-HK),Equipment,1400600.0,285000.0,31 Oct 2024,31 Oct 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0237,Meja uk. 1.50x40x75 - Meeting Hall (GOL.24203-FO),Furniture,1400900.0,11250000.0,31 Oct 2024,31 Oct 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0238,Kursi Dinner BBQ (GOL.24203-FO),Furniture,1400900.0,12000000.0,31 Oct 2024,31 Oct 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0239,"Taplak Meja uk. 150x39,5x75,5 + Kaki 120x41 - Meeting Hall (GOL.24238-FO)",Other Inventory,1400900.0,2100000.0,28 Oct 2024,28 Oct 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0240,Terry Palmer White Bath Towel uk. 70x140cm (GOL.24319-HK),Other Inventory,1400700.0,1408800.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0241,Long Wetsuit Zeepro Sport 3mm 3rd Gen W/ Leg Zipper Unisex Full Black - Size XS (GOL.24350-DC),Equipment,1400600.0,848000.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0242,Long Wetsuit Zeepro Sport 3mm 3rd Gen W/ Leg Zipper Unisex Full Black - Size S (GOL.24348-DC),Equipment,1400600.0,848000.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0243,Tank Zeepro USA SF 80 Cuft Silver AA6061-T6 (No Valve) - MFD 2023 + Tank Valve Zeepro USA K-Valve Right 3/4-14 Din Yoke (GOL.24341-DC),Equipment,1400600.0,41500000.0,30 Nov 2024,30 Nov 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0244,Regulator Octopus 2nd Stage Zeepro Xrec Plastic Ring Non Adj - Yellow (GOL.24341-DC),Equipment,1400600.0,608000.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0245,BCD Scubagear Basic V2 Jacket Black Line Red Sz. XS (GOL.24341-DC),Equipment,1400600.0,7678720.0,30 Nov 2024,30 Nov 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0246,Long Boot Zeepro Classic 5mm Black Size 9 (GOL.24341-DC),Equipment,1400600.0,380800.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0247,Long Boot Zeepro Classic 5mm Black Size 10 (GOL.24341-DC),Equipment,1400600.0,380800.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0248,Fin FF Zeepro TSuper Rental Yellow Size S/38-40 (GOL.24341-DC),Equipment,1400600.0,640000.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0249,Fin FF Zeepro TSuper Rental Blue Size M/40-42 (GOL.24341-DC),Equipment,1400600.0,320000.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0250,Selang Regulator Hose 2nd Stage Zeepro Italy 40 inch Yellow (GOL.24300-DC),Equipment,1400600.0,380800.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0251,Speedboat Semi Half Cabin 38FT FRP Boat + Mesin + Aksesoris dan Suku Cadang,Ship,1400300.0,862271540.0,30 Nov 2024,30 Nov 2024,8 Yr 0 Mth,12.5,Straight Line Method
PAA-0252,Keranjang Sampah - Teras Seheku (GOL.24359-HK),Other Inventory,1400700.0,300000.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0253,Gorden - Ruangan Manager Operasional Resort (GOL.24363-FO),Other Inventory,1400700.0,180000.0,30 Nov 2024,30 Nov 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0254,Komputer Manager Operasional (GOL.24356-HO) : VenomRX Kingpin Comp Case PC M-ATX with PSU 300w + RAM 8GB DDR4 2400MHZ + SSD 512GB + Motherboard Asus Prime H110M-K LGA1151 Intel H110 + Processor Intel Core I5 6600 3.3GHz + Fan Original,Equipment,1400600.0,2769002.0,31 Dec 2024,31 Dec 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0255,AOC IPS Monitor 23.8 inch 24B20JH2 - 100 Hz - Komputer Manager Operasional (GOL.24356-HO),Equipment,1400600.0,1120000.0,31 Dec 2024,31 Dec 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0256,Logitech MK120 Wired Mouse + Keyboard Combo - Komputer Manager Operasional (GOL.24356-HO),Equipment,1400600.0,199000.0,31 Dec 2024,31 Dec 2024,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0257,UPS CE-1200 - Komputer Manager Operasional (GOL.24356-HO),Equipment,1400600.0,1500000.0,31 Dec 2024,31 Dec 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0258,Dispenser Miyako WDP-200H - Meeting Hall (GOL.24272-FO),Equipment,1400600.0,825000.0,31 Dec 2024,31 Dec 2024,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0259,Kabel Mic Speaker 50 meter (GOL.24378-CME),Other Inventory,1400600.0,1250000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0260,Kabel Jack Mic Speaker (GOL.24378-CME),Other Inventory,1400600.0,500000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0261,APAR 3 kg - Speedboat Diving (GOL.24380-DC),Other Inventory,1400600.0,330000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0262,Tripod Screen 70 inch Datalite (178x178) - Layar Infocus Meeting (GOL.24380-FO),Equipment,1400600.0,600000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0263,NYK HDMI Splitter 4 Port (GOL.24380-FO),Other Inventory,1400600.0,130000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0264,Lampu Rotary - Speedboat Diving (GOL.24380-DC),Other Inventory,1400600.0,250000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0265,Lampu Sokle Foglamp - Speedboat Diving (GOL.24380-DC),Other Inventory,1400600.0,250000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0266,Pita Putih - Kursi Dinner BBQ (GOL.24358-FO),Other Inventory,1400700.0,600000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0267,Gelas Goblet - Meeting Hall (GOL.24089-Kitchen),Other Inventory,1400800.0,600000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0268,Tempat Pembakaran BBQ (GOL.24119-Kitchen),Other Inventory,1400800.0,1669000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0269,Kabel HDMI utk Proyektor Infocus Meeting Hall - 20 meter (GOL.24393-CME),Other Inventory,1400600.0,270000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0270,Kipas Angin Maspion MWF 41S utk Kantin Mess Karyawan (GOL.24388-HK),Office Equipment,1400600.0,375000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0271,Kipas Angin Miyako utk Gudang HK (GOL.24401-HK),Office Equipment,1400600.0,285000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0272,Gelas Mini utk Lilin Sumbu Dinner BBQ (GOL.24398-FO),Other Inventory,1400800.0,60000.0,31 Dec 2024,31 Dec 2024,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0273,"Meja Pantai - Kayu Ulin uk. 1,50x59x82",Furniture,1400900.0,2200000.0,31 Jan 2025,31 Jan 2025,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0274,"Meja & Kursi Resto - Kayu Nyatoh uk. 1,20x90x77 : 1 set = 1 meja + 4 kursi",Furniture,1400900.0,22000000.0,31 Jan 2025,31 Jan 2025,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0275,Tempat Sampah utk Speedboat (GOL.25006-DC),Other Inventory,1400700.0,40000.0,31 Jan 2025,31 Jan 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0276,Kotak P3K utk Speedboat (GOL.25006-DC),Other Inventory,1400600.0,250000.0,31 Jan 2025,31 Jan 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0277,Pompa Grundfos - Seheku (GOL.25007-CME),Office Machinery,1400500.0,7700000.0,31 Jan 2025,31 Jan 2025,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0278,Payung Custom Logo Resort (GOL.24388-HK),Other Inventory,1400700.0,1694000.0,31 Jan 2025,31 Jan 2025,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0279,Wajan uk. 50 cm (GOL.25002-KIT),Other Inventory,1400800.0,420000.0,31 Jan 2025,31 Jan 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0280,Waffle Pan Maker HH-B02 (GOL.25002-Kitchen),Other Inventory,1400800.0,192500.0,31 Jan 2025,31 Jan 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0281,Food Processor Oxone OX-295 (GOL.24140-Kitchen),Equipment,1400800.0,1975000.0,31 Jan 2025,31 Jan 2025,2 Yr 0 Mth,50.0,Straight Line Method
