PRATASABA RESORT,,,,,,,,,
Fixed Asset List,,,,,,,,,
Asset Code,Asset Name,Asset Type Name,Asset Account,Asset Cost,Usage Date,Purchase Date,Estimated Life,% Depr Rate,Depreciation Method
PAA-0282,Mesin Ketam Planner Makita M19202B (GOL.25007-CME),Equipment,1400600.0,990000.0,31 Jan 2025,31 Jan 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0283,CCTV Area Mess Karyawan + Material Kelengkapannya (GOL.25015-CME),Equipment,1400600.0,1008590.0,28 Feb 2025,28 Feb 2025,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0284,AC Daikin Sta Indonesia 1 PK - Room Deluxe 208 (GOL.25015-CME),Equipment,1400600.0,3800000.0,28 Feb 2025,28 Feb 2025,4 Yr 0 Mth,25.0,Straight Line Method
PAA-0285,Handuk Terry Palmer Putih uk. 70x140cm 650gsm (GOL.24319-HK),Other Inventory,1400700.0,11718270.0,28 Feb 2025,28 Feb 2025,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0286,Perlengkapan Kitchen (GOL.25019-Kitchen),Other Inventory,1400800.0,180000.0,28 Feb 2025,28 Feb 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0287,Rak Piring Susun - Kantin Mess (GOL.25049-HK),Other Inventory,1400700.0,200000.0,28 Feb 2025,28 Feb 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0288,Perlengkapan CME (GOL.25051-CME),Other Inventory,1400600.0,190000.0,28 Feb 2025,28 Feb 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0289,Gergaji Tekiro (GOL.25058-CME),Other Inventory,1400600.0,140000.0,31 Mar 2025,31 Mar 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0290,Tembakan Lem Silikon (GOL.25079-CME),Other Inventory,1400600.0,30000.0,30 Apr 2025,30 Apr 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0291,Tempat Sampah - DC (GOL.25088-DC),Other Inventory,1400600.0,40000.0,30 Apr 2025,30 Apr 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0292,Module Gauge Zeepro 52 mm PVD Coating 360Bar - Second Stage Pressure Gauge Regulator (GOL.25094-DC),Equipment,1400600.0,2248500.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0293,Lampu Senter GG 20W - Security (GOL.25089-GA),Equipment,1400600.0,160000.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0294,Canifer Hammock Ayunan Gantung uk. 200x145 - Room Saroja (GOL.25102-HK),Other Inventory,1400700.0,250965.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0295,Sendok Teh Komodo Glossy (GOL.25043-Kitchen),Other Inventory,1400800.0,100000.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0296,Toples Kerupuk Club Jar 1L (GOL.25043-Kitchen),Other Inventory,1400800.0,248000.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0297,Set Punch Tempat Es Buah MBBUD 7072 (GOL.25043-Kitchen),Other Inventory,1400800.0,135000.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0298,Gerinda Makita MT M0910B (GOL.25110-CME),Equipment,1400600.0,600000.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0299,Bola Volley (GOL.25115-FO),Other Inventory,1400600.0,250000.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0300,Net Bola Volley (GOL.25115-FO),Other Inventory,1400600.0,75000.0,31 May 2025,31 May 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0301,Napkin Hijau (GOL.25105-FO),Other Inventory,1400800.0,1015200.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0302,Napkin Maroon (GOL-25105-FO),Other Inventory,1400800.0,507600.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0303,Table Mat PVC - Black Silver (GOL.25105-FO),Other Inventory,1400800.0,864000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0304,Bor Listrik WRTH + Rotary Hammer 800wRGH9028 Set (GOL.25110-CME),Equipment,1400600.0,1075000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0305,Gerobak Arco - Pantai (GOL.25193-GA),Equipment,1400600.0,770000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0306,Pillow Case Cotton 100% Putih Polos 200TC (GOL.25109-HK),Other Inventory,1400700.0,7500000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0307,Gantungan Tissue Roll - Room C22 (GOL.25141-CME),Other Inventory,1400800.0,105000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0308,Taplak Meja Buffet BBQ - Putih (GOL.25096-FO),Other Inventory,1400800.0,1167500.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0309,Pita Kursi BBQ - Putih (GOL.25105-FO),Other Inventory,1400800.0,180000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0310,Taplak Meja Buffet Pantai - Orange uk.150x60x83 (GOL.25096-FO),Other Inventory,1400800.0,840000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0311,Pisau Butter(GOL.25047-Kitchen),Other Inventory,1400800.0,27500.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0312,Mangkok Mie Kopin (GOL.25047-Kitchen),Other Inventory,1400800.0,1026000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0313,Sendok Makan Paris (GOL.25047-Kitchen),Other Inventory,1400800.0,700000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0314,Garpu Makan Paris (GOL.25047-Kitchen),Other Inventory,1400800.0,700000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0315,Pisau Steak Vavinci (GOL.25047-Kitchen),Other Inventory,1400800.0,180000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0316,Garpu Steak Vavinci (GOL.25047-Kitchen),Other Inventory,1400800.0,180000.0,30 Jun 2026,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0317,Gelas Polos 212 (GOL.25047-Kitchen),Other Inventory,1400800.0,250000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0318,Piring Ceper Indokeramik 10.5 inch (GOL.25047-Kitchen),Other Inventory,1400800.0,2500000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0319,Cangkir Set Taniti Putih Polos Teh/Kopi (GOL.25047-Kitchen),Other Inventory,1400800.0,1400000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0320,Jepitan Pembakaran (GOL.25062-Kitchen),Other Inventory,1400800.0,250000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0321,Kipas Pembakaran (GOL.25062-Kitchen),Other Inventory,1400800.0,70000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0322,Teflon uk. 26 (GOL.25060-Kitchen),Other Inventory,1400800.0,320000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0323,Pisau (GOL.25062-Kitchen),Other Inventory,1400800.0,40000.0,30 Jun 2025,30 Jun 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0324,Pot Bunga Kaktus Lukis (GOL.25132-FO),Other Inventory,1400900.0,180000.0,31 Jul 2025,31 Jul 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0325,Kunci L Bintang (GOL.25199-CME),Equipment,1400600.0,174000.0,31 Jul 2025,31 Jul 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0326,Kepala Las Flame Gun Gas Torch Kepala 2 (GOl.25121-CME),Equipment,1400600.0,57000.0,31 Jul 2025,31 Jul 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0327,Bunga Mawar Biru Tangkai Panjang 3 Pcs + Bunga Mawar Merah Tangkai Pendek 12 pcs (GOL.25132-FO),Other Inventory,1400600.0,331500.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0328,Kotak Tissue Kayu Resto (GOL.25105-FO),Other Inventory,1400600.0,210000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0329,Bean Bag Cover Santana + 4 Kg Isi Styrofoam (GOL.25140-FO),Other Inventory,1400600.0,850000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0330,Tong Sampah Plastik (GOL.25172-HK),Other Inventory,1400700.0,600000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0331,Laundry Basket (GOL.25172-HK),Other Inventory,1400700.0,190000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0332,Dispenser Cereal,Equipment,1400800.0,225000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0333,Gelas Luminarc V-3331 Can Tumbler - Ice Coffee (GOL.25180-BAR),Other Inventory,1401000.0,185000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0334,Gelas Latte Set - Cappucino Cup Universe Earth/Water/Flora (GOL.25180-BAR),Other Inventory,1401000.0,456000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0335,Keranjang Roti Ikan (GOL.25145-FO),Other Inventory,1400600.0,55000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0336,Dispenser Miyako - Dive Center (GOL.25202-DC),Equipment,1400600.0,240000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0337,Papan WhiteBoard Tulis Putih Uk. 120 x 180 (GOL.25177-DC),Other Inventory,1400600.0,700000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0338,Blender Panasonic - Kitchen (GOL.25084-Kitchen),Equipment,1400800.0,675000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0339,Saringan Komodo Gagang Kayu 26 cm Azalea (GOL.25088-Kitchen),Other Inventory,1400800.0,100000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0340,Serok Plat VVC Gagang Kayu 30 cm SP-4230 (GOL.25088-Kitchen),Other Inventory,1400800.0,260000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0341,Cangkul - Pantai (GOL.25181-GA),Equipment,1400600.0,130000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0342,Sepatu Takul - Pantai (GOL.25181-GA),Other Inventory,1400700.0,150000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0343,Parang Panjang - Pantai (GOL.25181-GA),Equipment,1400600.0,240000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0344,Tang Kombinasi + Obeng BB (GOL.25179-DC),Equipment,1400600.0,79000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0345,Meteran (GOL.25206-CME),Equipment,1400600.0,75000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0346,Palu (GOL.25206-CME),Equipment,1400600.0,75000.0,31 Aug 2025,31 Aug 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0347,Sanbed Putih Polos (GOL.25205-FO),Furniture,1400900.0,3900000.0,30 Sep 2025,30 Sep 2025,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0348,Set Kursi Teras Aluminium Putih + Jok Hitam & Meja Kayu (GOL.25205-FO),Furniture,1400900.0,6000000.0,30 Sep 2025,30 Sep 2025,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0349,Mask Zeepro Vader (W/Antiflog Film) - Black / Orange / Yellow / Red / White (GOL.25218-DC),Equipment,1400600.0,3450000.0,30 Sep 2025,30 Sep 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0350,Fins Zeepro Tsuper Size L (42-44) - Yellow / Blue (GOL.25218-DC),Equipment,1400600.0,1280000.0,30 Sep 2025,30 Sep 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0351,Booties Long Boot Zeepro 5MM Black Size 8/12/13 (GOL.25218-DC),Equipment,1400600.0,1142400.0,30 Sep 2025,30 Sep 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0352,Wetsuite Zeepro 3MM Black Red Size L/M/XXL (GOL.25218-DC),Equipment,1400600.0,3495000.0,30 Sep 2025,30 Sep 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0353,Kipas Angin Miyako - Dive Center (GOL.25230-DC),Equipment,1400600.0,280000.0,30 Sep 2025,30 Sep 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0354,Kipas Angin Cosmos 16 WFC - Kantin Mess (GOL.25188-HK),Equipment,1400600.0,280000.0,30 Sep 2025,30 Sep 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0355,Pompa Air Celup 12V Yamaha - Speedboat Prata 01 & 02 (GOL.25222-GA,Equipment,1400600.0,570000.0,30 Sep 2025,30 Sep 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0356,Exhaust Fan Kecil LEF20 - Toilet Resto + DC (GOL.25226-CME),Equipment,1400600.0,2475000.0,31 Oct 2025,31 Oct 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0357,Stavolt 500w - Komputer Manager Operasional (GOL.25248-FO),Equipment,1400600.0,480000.0,31 Oct 2025,31 Oct 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0358,BCD Scubagear Basic V2 Black Line Red - Size SM/MD (GOL.25191-DC),Equipment,1400600.0,7678720.0,31 Oct 2025,31 Oct 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0359,Set Regulator 2ND Stage Zeepro XTEC Black + Selang (GOL.25191-DC),Equipment,1400600.0,1635200.0,31 Oct 2025,31 Oct 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0360,Sharp TV LED - Deluxe Room (GOl.25239-HK),Equipment,1400600.0,2350000.0,31 Oct 2025,31 Oct 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0361,Wireless Router Ruijie RG-EW1200G Pro AC1300 Dual Band Gigabit (GOL.25277-CME),Equipment,1400600.0,640000.0,30 Nov 2025,30 Nov 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0362,Kasur Elastis uk. 90x200 - Mess Kary. (GOL.25254-HK),Other Inventory,1400700.0,780000.0,30 Nov 2025,30 Nov 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0363,Perlengkapan Kitchen & Prata Coffe + Sendok Kopi Teh di Room (GOL.25112-Kitchen),Kitchen Set,1400800.0,5050000.0,30 Nov 2025,30 Nov 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0364,"Gerindra Makita M09008 4"" (GOL.25241-CME)",Equipment,1400600.0,495000.0,30 Nov 2025,30 Nov 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0365,Kasur Raja Tebal uk. 11x200 Mess Karyawan (GOL.25284-HK),Other Inventory,1400700.0,330000.0,31 Dec 2025,31 Dec 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0366,Bantal Isabela - Mess Karyawan (GOL.25284-HK),Other Inventory,1400700.0,40000.0,31 Dec 2025,31 Dec 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0367,Tempat Sampah Injak - Janti (GOL.25261-HK),Other Inventory,1400700.0,312000.0,31 Dec 2025,31 Dec 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0368,Kipas Angin Miyako - Mess Karyawan (GOL.25231-HK),Equipment,1400600.0,275000.0,31 Dec 2025,31 Dec 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0369,Tempat Sabun Cair (GOL.25261-HK),Other Inventory,1400700.0,130000.0,31 Dec 2025,31 Dec 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0370,Kunci Inggris RRT 10 inch (GOL.25311-DC),Other Inventory,1400600.0,50000.0,31 Dec 2025,31 Dec 2025,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0371,Artco Gerobak Sorong - Pantai (GOL.26012-GA),Equipment,1400600.0,650000.0,31 Jan 2026,31 Jan 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0372,"Perlengkapan Kitchen - 5 Penjepit Makanan, 6 Sapu Wajan, 2 Sutil Gagang Kayu Panjang (GOL.25135-Kitchen)",Other Inventory,1400800.0,219000.0,31 Jan 2026,31 Jan 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0373,Tekiro Air Chuck / Air Blow Gun (GOL.26018-CME),Equipment,1400600.0,85000.0,31 Jan 2026,31 Jan 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0374,Gergaji Bundar Circular Makita M5801B 7 inch. (GOL.26031-CME),Equipment,1400600.0,1690000.0,28 Feb 2026,28 Feb 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0375,Gelas Ukur Jigger Cookmaster uk.20ml/40ml & 25ml/50ml (GOL.26017-BAR),Other Inventory,1401000.0,57500.0,28 Feb 2026,28 Feb 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0376,Sandwich Toaster Getra 4 Slot EST4 (GOL.25132-Kitchen),Equipment,1400800.0,1375000.0,28 Feb 2026,28 Feb 2026,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0377,"Dispenser Air Panas Jar Sigma 9,5 Lt (GOL.25132-Kitchen)",Equipment,1400800.0,723000.0,28 Feb 2026,28 Feb 2026,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0378,Pembuka Kaleng Jeju AD-1058J (GOL.26023-BAR),Other Inventory,1401000.0,50000.0,31 Mar 2026,31 Mar 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0379,Setrika Miyako utk Laundry (GOL.26032-HK),Equipment,1400600.0,320000.0,30 Apr 2026,30 Apr 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0380,"Tabung APAR 6 Kg (GOL.26043,26049-CME)",Other Inventory,1400600.0,990000.0,30 Apr 2026,30 Apr 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0381,Pisau Buah Stainless (GOL.26041-Kitchen),Other Inventory,1400800.0,120000.0,31 May 2026,31 May 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0382,Gelas Breakfast (GOL.26083-FO),Other Inventory,1400800.0,136000.0,31 May 2026,31 May 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0383,Gelas Jus Kedaung TP 360 (GOL.25135-Kitchen),Other Inventory,1400800.0,262000.0,31 May 2026,31 May 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0384,Gelas Sop Buah Kedaung ICC-450 (GOL.25135-Kitchen),Other Inventory,1400800.0,153500.0,31 May 2026,31 May 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0385,Cool Foodsaver - Kotak Lunch Box (25135-Kitchen),Other Inventory,1400800.0,960000.0,31 May 2026,31 May 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0386,Gelas Breakfast (GOL.26083-FO),Other Inventory,1400800.0,520000.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0387,Pell Sumbu L (GOL.26062-Kitchen),Other Inventory,1400800.0,120000.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0388,Sikat Panjang (GOL.26062-Kitchen),Other Inventory,1400800.0,40000.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0389,USB HUB Type C 8in1 (GOL.26108-FO),Other Inventory,1400600.0,120000.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0390,Tembakan Silikon (GOL.26151-CME),Other Inventory,1400600.0,85000.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0391,Kipas Angin Cosmos 16 XDE - Mess Karyawan an. Muin (GOL.26139-HK),Equipment,1400600.0,275000.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0392,"AC Sharp 1,5 Pk 12zcy utk Room Saroja C12 (GOL.26123-CME)",Equipment,1400600.0,4850000.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0393,Mouthpiece Zeepro Snorkel Silicone - Black (GOL.26055-DC),Equipment,1400600.0,437500.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0394,Hose Regulator Zeepro 27 Inch Black & Yellow - (GOL.26072-DC),Equipment,1400600.0,1630720.0,30 Jun 2026,30 Jun 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0395,Regulator Set Zeepro Z1 Piston Unbalance XREC Non Adjustable Single Gauge 52mm (GOL.26072-DC),Office Equipment,1400600.0,9039360.0,30 Jun 2026,30 Jun 2026,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0396,Sunbed Putih Polos - Kursi Baring Rotan (GOL.26143-FO),Furniture,1400900.0,5400000.0,31 Jul 2026,31 Jul 2026,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0397,Napkin Maroon uk. 48x48 (GOL.26168-FO),Other Inventory,1400800.0,849420.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0398,Face Towel (GOL.26184-FO),Other Inventory,1400700.0,420000.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0399,Tang Potong dan Tang Kombinasi (GOL.26151-CME),Other Inventory,1400600.0,135000.0,01 Jul 2026,01 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0400,Adaptor - Komputer CME (GOL.26181-CME),Equipment,1400600.0,175000.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0401,"Jepitan Bakaran, Kipas Bakaran, Bakaran Ikan uk. 30x30 dan uk. 30x20  (GOL.26070-Kitchen)",Other Inventory,1400800.0,895000.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0402,Palu Daging Catalina (GOL.26176-Kitchen),Other Inventory,1400800.0,43500.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0403,Pisau Pizza Catalina (GOL.26176-Kitchen),Other Inventory,1400800.0,32500.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0404,Taplak Meja BBQ (GOL.25096-FO),Other Inventory,1400800.0,3240000.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0405,Magic Com Miyako MCG-171 (GOL.26076-Kitchen),Equipment,1400800.0,1450000.0,31 Jul 2026,31 Jul 2026,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0406,Triwa Mangkok Kangkung 8474/K22 22 cm (GOL.26076-Kitchen),Other Inventory,1400800.0,380000.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0407,Wajan Penggorengan Teflon (GOL.26079-Kitchen),Other Inventory,1400800.0,400000.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0408,Termos Nasi (GOL.26083-Kitchen),Other Inventory,1400800.0,265000.0,31 Jul 2026,31 Jul 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0409,Toples Kerupuk Kaca Manise 2 Seal DLX+ Toples Kerupuk Kenya DIY(GOL.26076-Kitchen),Other Inventory,1400800.0,1369000.0,31 Aug 2026,31 Aug 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0410,Cookmaster Cereal Dispenser DBL CMFS1108 (GOL.26012-Kitchen),Equipment,1400800.0,1904000.0,31 Aug 2026,31 Aug 2026,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0411,Gantungan Kunci Room (GOL.26186-HK),Other Inventory,1400700.0,363031.0,31 Aug 2026,31 Aug 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0412,Pompa Sanyo PH-175 - Room Kasilasa + Stock (GOL.26200-CME),Machinery,1400500.0,5700000.0,31 Aug 2026,31 Aug 2026,2 Yr 0 Mth,50.0,Straight Line Method
PAA-0413,Tangga Lipat 200 m - Pemasangan AC Room C5 (GOL.26233-CME),Equipment,1400600.0,1115000.0,31 Aug 2026,31 Aug 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0414,Biogar Biofil BG-10 100 Liter - Room Saroja (GOL.26222-CME),Equipment,1400600.0,4650000.0,31 Aug 2026,31 Aug 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0415,"Selang Benang 5/8"" 50m - Darurat Kebakaran (GOL.26243-HK)",Equipment,1400600.0,850000.0,31 Aug 2026,31 Aug 2026,1 Yr 0 Mth,100.0,Straight Line Method
PAA-0416,Selang 5/8 10 meter - Kitchen (GOL.26086-Kitchen),Other Inventory,1400600.0,80000.0,31 Aug 2026,31 Aug 2026,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0001,Matras,House Keeping,1400700.0,19390000.0,01 Sep 2017,14 Mar 2015,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0002,Printer L210 Pratasaba,Office Equipment,1400600.0,2500000.0,01 Sep 2017,06 Apr 2015,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0003,Genset Perkins PPG 50 45kVA,Office Machinery,1400500.0,158604000.0,01 Sep 2017,05 Jun 2015,5 Yr 0 Mth,20.0,Straight Line Method
PRATA-0004,Genset Honda Daishin SE,Office Machinery,1400500.0,6000000.0,01 Sep 2017,13 Jul 2015,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0005,Snorkle Mask,Office Equipment,1400600.0,855000.0,01 Sep 2017,07 Feb 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0006,Handuk,House Keeping,1400700.0,33077000.0,01 Sep 2017,12 May 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0007,HouseKeeping Mei 2017,House Keeping,1400700.0,891000.0,01 Sep 2017,31 May 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0008,HouseKeeping June 2017,House Keeping,1400700.0,3831870.0,01 Sep 2017,30 Jun 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0009,HouseKeeping July 2017,House Keeping,1400700.0,606626.0,01 Sep 2017,31 Jul 2017,1 Yr 0 Mth,100.0,Straight Line Method
